Room_Id,Room_Name,Booking_Id,Capacity,Room_type,Building_Number,Building_Name,Floor_Number,Utilities,Media
JZ-9t,Euro,RT8-32GU,1,Cubicle,E3Q-98CT,Melastomataceae,0,Water Filter,http://dummyimage.com/103x100.png/5fa2dd/ffffff
Zf-5H,Ruble,T0k-45lg,7,Conference Hall,T86-67Wc,Onagraceae,1,Projector,http://dummyimage.com/219x100.png/5fa2dd/ffffff
cj-87,Dong,Bgm-86Mi,7,Conference Hall,A5U-109W,Caprifoliaceae,3,Monitor,http://dummyimage.com/146x100.png/ff4444/ffffff
Yf-1n,Bolivar,Crx-93Pi,5,Conference Hall,U6g-16Zc,Aceraceae,6,Projector,http://dummyimage.com/150x100.png/cc0000/ffffff
GX-5f,Rupiah,nG2-37oj,9,Conference Hall,u3F-90nF,Zosteraceae,2,Monitor,http://dummyimage.com/183x100.png/5fa2dd/ffffff
Fd-48,Yuan Renminbi,RzI-67PS,4,Conference Hall,Q8T-40Ba,Asteraceae,0,Duster,http://dummyimage.com/175x100.png/cc0000/ffffff
ZK-5x,Rupiah,gNX-203o,1,Cubicle,y9R-40H6,Liliaceae,7,Air Conditioner,http://dummyimage.com/120x100.png/ff4444/ffffff
QY-2y,Yuan Renminbi,gSG-42x3,10,Conference Hall,33D-75SD,Polygonaceae,8,Water Filter,http://dummyimage.com/229x100.png/5fa2dd/ffffff
sd-0W,Shilling,wJ8-12g6,8,Conference Hall,o99-77rQ,Fabaceae,7,Water Filter,http://dummyimage.com/188x100.png/5fa2dd/ffffff
qE-6Y,Baht,wlw-99qI,1,Cubicle,a9Q-48gH,Rosaceae,3,Projector,http://dummyimage.com/178x100.png/dddddd/000000
Bt-45,Yuan Renminbi,E1H-83Gp,1,Conference Hall,X1Z-62Rh,Poaceae,6,Air Conditioner,http://dummyimage.com/229x100.png/ff4444/ffffff
rw-36,Ruble,TtB-48wk,6,Conference Hall,Q33-63rv,Liliaceae,9,Marker,http://dummyimage.com/199x100.png/dddddd/000000
Cw-6n,Peso,By6-31TO,4,Conference Hall,j69-91Er,Sphagnaceae,3,Air Conditioner,http://dummyimage.com/229x100.png/dddddd/000000
yF-04,Bolivar,6uu-96oU,7,Conference Hall,A00-66Su,Boraginaceae,6,Duster,http://dummyimage.com/125x100.png/dddddd/000000
tt-3J,Yuan Renminbi,M6J-989h,4,Conference Hall,n88-77Cp,Asteraceae,3,Marker,http://dummyimage.com/143x100.png/5fa2dd/ffffff
0i-9T,Peso,wSW-46YL,3,Conference Hall,n8r-42BV,Polygonaceae,6,Air Conditioner,http://dummyimage.com/155x100.png/ff4444/ffffff
8c-06,Dollar,v5N-56cs,7,Conference Hall,X0w-21AI,Boraginaceae,0,Water Filter,http://dummyimage.com/221x100.png/ff4444/ffffff
dC-1f,Yuan Renminbi,rkR-47ZY,2,Cubicle,R4k-00kM,Brassicaceae,0,Marker,http://dummyimage.com/214x100.png/cc0000/ffffff
FT-5h,Ruble,uDs-53C2,3,Conference Hall,z0U-80IK,Cyperaceae,0,Air Conditioner,http://dummyimage.com/167x100.png/dddddd/000000
I9-3Y,Real,zXu-22Yi,6,Conference Hall,Z5s-22lz,Cyperaceae,3,Duster,http://dummyimage.com/108x100.png/dddddd/000000
sq-8q,Real,Zlz-41qz,6,Conference Hall,U6g-16Zc,Aceraceae,1,Water Filter,http://dummyimage.com/157x100.png/5fa2dd/ffffff
su-1F,Franc,KCx-57lM,3,Conference Hall,E2T-396e,Brassicaceae,2,Monitor,http://dummyimage.com/139x100.png/cc0000/ffffff
qf-6v,Euro,pIL-69aV,3,Conference Hall,J3R-46g9,Asteraceae,2,Marker,http://dummyimage.com/204x100.png/5fa2dd/ffffff
CG-4I,Yuan Renminbi,xkp-33YX,3,Conference Hall,58N-06PO,Asteraceae,5,Projector,http://dummyimage.com/172x100.png/cc0000/ffffff
24-0J,Euro,1GX-00U4,10,Conference Hall,u9h-04yu,Amaranthaceae,0,Projector,http://dummyimage.com/189x100.png/cc0000/ffffff
AO-6G,Yuan Renminbi,GfY-99xY,10,Conference Hall,b5J-87S8,Scrophulariaceae,5,Air Conditioner,http://dummyimage.com/171x100.png/cc0000/ffffff
NZ-9H,Euro,rkR-47ZY,10,Conference Hall,Y3b-51kl,Asteraceae,6,Air Conditioner,http://dummyimage.com/204x100.png/ff4444/ffffff
9k-6i,Zloty,020-86Ym,5,Conference Hall,E55-43w7,Flacourtiaceae,5,Marker,http://dummyimage.com/174x100.png/5fa2dd/ffffff
OO-3S,Dollar,zuA-558a,5,Conference Hall,38i-036r,Caprifoliaceae,3,Air Conditioner,http://dummyimage.com/208x100.png/5fa2dd/ffffff
4i-5Z,Koruna,izh-46RE,5,Conference Hall,88q-82fE,Chenopodiaceae,6,Duster,http://dummyimage.com/143x100.png/5fa2dd/ffffff
8q-8G,Euro,eTe-32JP,6,Conference Hall,I5x-534m,Asteraceae,4,Water Filter,http://dummyimage.com/225x100.png/dddddd/000000
XI-4d,Rupiah,Koh-75l4,2,Conference Hall,J5O-77ue,Betulaceae,3,Water Filter,http://dummyimage.com/237x100.png/cc0000/ffffff
EY-9Y,Yuan Renminbi,A15-57AV,7,Conference Hall,20k-1443,Pinaceae,1,Water Filter,http://dummyimage.com/182x100.png/5fa2dd/ffffff
d3-07,Ringgit,oCT-91ka,9,Conference Hall,12t-82IK,Asteraceae,3,Air Conditioner,http://dummyimage.com/162x100.png/ff4444/ffffff
Kb-35,Dollar,thi-00JZ,5,Conference Hall,j7j-76fe,Brassicaceae,9,Monitor,http://dummyimage.com/101x100.png/dddddd/000000
cK-3Q,Peso,0sj-723u,4,Conference Hall,W9a-722G,Oxalidaceae,2,Duster,http://dummyimage.com/236x100.png/ff4444/ffffff
bU-9W,Won,AI4-45RU,8,Conference Hall,q35-37h9,Polygonaceae,3,Projector,http://dummyimage.com/187x100.png/cc0000/ffffff
3s-7F,Zloty,ZYN-443g,1,Conference Hall,s9x-58b8,Urticaceae,7,Monitor,http://dummyimage.com/148x100.png/ff4444/ffffff
La-3u,Zloty,Kzv-49kF,9,Conference Hall,H3j-46Ot,Thelotremataceae,2,Projector,http://dummyimage.com/236x100.png/dddddd/000000
0I-1l,Euro,hCx-74Ji,3,Conference Hall,g9v-28Rf,Lamiaceae,8,Projector,http://dummyimage.com/249x100.png/dddddd/000000
LC-5p,Rupiah,bGj-934g,1,Conference Hall,P0l-48VV,Asteraceae,3,Projector,http://dummyimage.com/144x100.png/5fa2dd/ffffff
Tm-55,Rial,zAD-8159,5,Conference Hall,h21-35ru,Caryophyllaceae,9,Duster,http://dummyimage.com/225x100.png/5fa2dd/ffffff
Qp-50,Lev,xyl-571g,1,Conference Hall,33D-75SD,Polygonaceae,1,Water Filter,http://dummyimage.com/140x100.png/cc0000/ffffff
jU-3C,Ruble,jhI-48xb,4,Conference Hall,C8x-07vW,Moraceae,5,Air Conditioner,http://dummyimage.com/164x100.png/dddddd/000000
Oq-4P,Zloty,JwY-20uv,3,Conference Hall,x0l-77Lq,Asteraceae,6,Air Conditioner,http://dummyimage.com/207x100.png/cc0000/ffffff
kU-4U,Peso,dhs-66L8,3,Conference Hall,67P-66uF,Asteraceae,6,Projector,http://dummyimage.com/137x100.png/ff4444/ffffff
BA-2y,Ruble,x4J-15QY,4,Conference Hall,W5i-82YW,Phytolaccaceae,5,Air Conditioner,http://dummyimage.com/116x100.png/dddddd/000000
1T-7k,Dong,spg-98Mq,8,Conference Hall,V3t-23rt,Asteraceae,1,Air Conditioner,http://dummyimage.com/168x100.png/dddddd/000000
ME-4c,Euro,Omu-82Xf,1,Cubicle,y41-79zp,Liliaceae,6,Projector,http://dummyimage.com/112x100.png/ff4444/ffffff
ky-7k,Dollar,Ml1-51M4,10,Conference Hall,R7d-584e,Asteraceae,2,Air Conditioner,http://dummyimage.com/139x100.png/5fa2dd/ffffff
DH-8I,Baht,bmJ-74S4,7,Conference Hall,59S-80bM,Parmeliaceae,5,Projector,http://dummyimage.com/102x100.png/5fa2dd/ffffff
h7-9K,Lek,d7a-35GB,5,Conference Hall,v6o-35iX,Cyperaceae,5,Duster,http://dummyimage.com/202x100.png/5fa2dd/ffffff
x6-2G,Rupiah,gFg-73ZF,3,Conference Hall,g6I-570l,Grimmiaceae,0,Marker,http://dummyimage.com/109x100.png/5fa2dd/ffffff
SE-1P,Yuan Renminbi,Dyl-45A9,4,Conference Hall,B8U-96hO,Asteraceae,4,Marker,http://dummyimage.com/100x100.png/ff4444/ffffff
NQ-5a,Zloty,pmm-95Fb,7,Conference Hall,z6B-769s,Rosaceae,5,Air Conditioner,http://dummyimage.com/219x100.png/dddddd/000000
W2-42,Ruble,k0K-06KG,5,Conference Hall,06y-14YV,Hydrophyllaceae,7,Duster,http://dummyimage.com/139x100.png/ff4444/ffffff
II-2C,Sol,TtB-48wk,9,Conference Hall,e21-98Ew,Asteraceae,2,Monitor,http://dummyimage.com/174x100.png/5fa2dd/ffffff
jz-6w,Yuan Renminbi,YVs-01Fj,10,Conference Hall,U0i-99bT,Fabaceae,1,Projector,http://dummyimage.com/203x100.png/dddddd/000000
G2-72,Kuna,coM-66EI,4,Conference Hall,76D-40JM,Crassulaceae,6,Monitor,http://dummyimage.com/238x100.png/5fa2dd/ffffff
oq-3E,Yuan Renminbi,993-17je,5,Conference Hall,k9Q-029U,Teloschistaceae,7,Marker,http://dummyimage.com/185x100.png/dddddd/000000
mu-2C,Euro,Jal-12Yq,5,Conference Hall,n11-946x,Fumariaceae,2,Water Filter,http://dummyimage.com/167x100.png/ff4444/ffffff
aA-0m,Yuan Renminbi,Z5S-04Ic,9,Conference Hall,S8l-15MX,Solanaceae,7,Marker,http://dummyimage.com/128x100.png/dddddd/000000
HY-5g,Rupiah,Chq-04ek,1,Cubicle,s70-40fK,Dryopteridaceae,6,Water Filter,http://dummyimage.com/105x100.png/5fa2dd/ffffff
Rg-2K,Yuan Renminbi,r50-87CV,6,Conference Hall,v6X-97KY,Polygonaceae,1,Projector,http://dummyimage.com/167x100.png/5fa2dd/ffffff
Ib-7Y,Peso,cMz-03oW,7,Conference Hall,y1u-17wn,Rosaceae,1,Projector,http://dummyimage.com/202x100.png/dddddd/000000
W6-0W,Ruble,gKS-608L,4,Conference Hall,t31-37iq,Cyperaceae,0,Air Conditioner,http://dummyimage.com/160x100.png/dddddd/000000
cm-0P,Yuan Renminbi,UEt-74Fr,2,Cubicle,S0e-77NX,Asteraceae,2,Marker,http://dummyimage.com/214x100.png/cc0000/ffffff
ai-61,Pound,Nkq-19TH,5,Conference Hall,h91-45QZ,Brassicaceae,0,Duster,http://dummyimage.com/176x100.png/cc0000/ffffff
BY-1T,Pound,A80-79nG,5,Conference Hall,y3E-08rK,Ranunculaceae,6,Projector,http://dummyimage.com/221x100.png/5fa2dd/ffffff
xg-7G,Rupiah,zCh-9434,4,Conference Hall,n7c-80Xs,Euphorbiaceae,7,Duster,http://dummyimage.com/184x100.png/dddddd/000000
Ae-91,Euro,pTy-54ak,10,Conference Hall,J3w-809K,Liliaceae,7,Air Conditioner,http://dummyimage.com/162x100.png/ff4444/ffffff
IT-9u,Euro,CBZ-22UE,2,Cubicle,F1y-05Az,Fagaceae,3,Water Filter,http://dummyimage.com/181x100.png/dddddd/000000
xM-85,Yuan Renminbi,goG-233N,4,Conference Hall,18Y-37LT,Nyctaginaceae,9,Air Conditioner,http://dummyimage.com/124x100.png/cc0000/ffffff
gT-37,Cordoba,g7m-09lU,10,Conference Hall,91A-088k,Caryophyllaceae,8,Projector,http://dummyimage.com/171x100.png/dddddd/000000
Xx-5X,Koruna,a7L-79Qf,2,Conference Hall,n99-57Hl,Hymeneliaceae,8,Marker,http://dummyimage.com/125x100.png/ff4444/ffffff
oo-7r,Peso,clt-99Iq,1,Cubicle,I43-03ja,Poaceae,2,Water Filter,http://dummyimage.com/102x100.png/dddddd/000000
7R-8i,Hryvnia,RWn-625o,4,Conference Hall,q9I-51o1,Saxifragaceae,6,Monitor,http://dummyimage.com/206x100.png/ff4444/ffffff
zE-1T,Yuan Renminbi,W5P-37R3,8,Conference Hall,Y7X-20o1,Onagraceae,0,Projector,http://dummyimage.com/116x100.png/5fa2dd/ffffff
Bv-78,Yuan Renminbi,hRa-45T8,4,Conference Hall,y9R-40H6,Liliaceae,1,Duster,http://dummyimage.com/144x100.png/dddddd/000000
8o-0N,Dram,JgS-72wl,4,Conference Hall,038-61U6,Grossulariaceae,0,Duster,http://dummyimage.com/169x100.png/ff4444/ffffff
DY-3F,Yuan Renminbi,Eeq-579g,9,Conference Hall,G9n-62GQ,Rosaceae,1,Duster,http://dummyimage.com/174x100.png/ff4444/ffffff
eX-9h,Afghani,68L-97xV,9,Conference Hall,l8X-05ig,Boraginaceae,5,Water Filter,http://dummyimage.com/197x100.png/cc0000/ffffff
aN-7H,Ruble,tBS-38C9,4,Conference Hall,c7T-91CE,Boraginaceae,7,Monitor,http://dummyimage.com/122x100.png/5fa2dd/ffffff
km-3l,Hryvnia,0Gf-869Y,9,Conference Hall,Y0G-42Es,Pinaceae,4,Duster,http://dummyimage.com/108x100.png/ff4444/ffffff
2R-64,Zloty,FJf-35pZ,1,Conference Hall,I3p-87sk,Malvaceae,4,Marker,http://dummyimage.com/210x100.png/ff4444/ffffff
Yb-7F,Zloty,zG7-10mj,7,Conference Hall,j0O-93E0,Cyperaceae,6,Monitor,http://dummyimage.com/211x100.png/ff4444/ffffff
b5-7y,Peso,yZx-09pF,8,Conference Hall,T1U-59vR,Dicksoniaceae,0,Water Filter,http://dummyimage.com/230x100.png/5fa2dd/ffffff
Dp-1e,Euro,OnN-02x8,5,Conference Hall,C0I-84Ti,Cactaceae,1,Monitor,http://dummyimage.com/161x100.png/dddddd/000000
ni-96,Yuan Renminbi,h6x-20NK,2,Conference Hall,C9C-13ho,Chenopodiaceae,2,Air Conditioner,http://dummyimage.com/234x100.png/dddddd/000000
3j-4Z,Peso,p9W-76Og,2,Conference Hall,K1W-03Et,Rubiaceae,9,Marker,http://dummyimage.com/167x100.png/cc0000/ffffff
Y0-1v,Krona,fVH-90mf,10,Conference Hall,K4Y-13im,Scrophulariaceae,7,Duster,http://dummyimage.com/147x100.png/cc0000/ffffff
9K-4K,Yuan Renminbi,BzI-28C6,4,Conference Hall,r4I-336c,Acarosporaceae,2,Monitor,http://dummyimage.com/100x100.png/5fa2dd/ffffff
A7-1y,Peso,6iZ-25ab,6,Conference Hall,O7N-70M1,Callicostaceae,1,Air Conditioner,http://dummyimage.com/107x100.png/ff4444/ffffff
Mb-5W,Lari,NsN-919n,5,Conference Hall,h1t-03lM,Molluginaceae,1,Air Conditioner,http://dummyimage.com/105x100.png/5fa2dd/ffffff
kR-3O,Peso,UTh-52lx,10,Conference Hall,b2j-97FJ,Cistaceae,9,Marker,http://dummyimage.com/220x100.png/cc0000/ffffff
rF-0Q,Zloty,Wx3-075f,7,Conference Hall,f78-66yP,Arthoniaceae,5,Monitor,http://dummyimage.com/225x100.png/dddddd/000000
yJ-4j,Peso,l29-62mV,1,Conference Hall,X0c-68sN,Fabaceae,2,Monitor,http://dummyimage.com/131x100.png/dddddd/000000
Ra-9R,Yuan Renminbi,JPY-84Et,9,Conference Hall,k2A-13lb,Pyrenulaceae,8,Monitor,http://dummyimage.com/115x100.png/5fa2dd/ffffff
pG-3O,Dollar,FEE-61qk,4,Conference Hall,x9x-52G0,Liliaceae,0,Duster,http://dummyimage.com/132x100.png/cc0000/ffffff
v2-4h,Rupee,FS7-64ue,1,Conference Hall,o26-47pT,Agavaceae,0,Monitor,http://dummyimage.com/215x100.png/cc0000/ffffff
ad-6X,Rupiah,HAj-95N0,2,Cubicle,n1N-18EO,Poaceae,5,Marker,http://dummyimage.com/230x100.png/cc0000/ffffff
5S-2Q,Yuan Renminbi,fVe-41qW,5,Conference Hall,v0y-965S,Simaroubaceae,2,Water Filter,http://dummyimage.com/180x100.png/dddddd/000000
Mn-2s,Koruna,V0n-4150,8,Conference Hall,Z1i-367L,Ranunculaceae,8,Marker,http://dummyimage.com/215x100.png/dddddd/000000
SU-4l,Rial,tII-09sr,7,Conference Hall,r8o-43az,Convolvulaceae,8,Monitor,http://dummyimage.com/244x100.png/5fa2dd/ffffff
x8-4h,Euro,98T-39iP,1,Conference Hall,73T-93gN,Lamiaceae,5,Air Conditioner,http://dummyimage.com/182x100.png/cc0000/ffffff
ND-91,Sol,Ymc-49cB,5,Conference Hall,J1u-85hB,Boraginaceae,5,Monitor,http://dummyimage.com/173x100.png/ff4444/ffffff
AB-2m,Yuan Renminbi,nUT-07H4,5,Conference Hall,008-87L2,Hydrophyllaceae,3,Monitor,http://dummyimage.com/188x100.png/5fa2dd/ffffff
tB-30,Peso,iOk-86aT,1,Conference Hall,70r-11vQ,Passifloraceae,9,Water Filter,http://dummyimage.com/169x100.png/dddddd/000000
K5-7l,Rupiah,wVq-97ia,2,Conference Hall,s2A-57j6,Poaceae,9,Duster,http://dummyimage.com/160x100.png/cc0000/ffffff
mz-21,Dollar,DSb-27NE,4,Conference Hall,N12-44Iw,Poaceae,0,Monitor,http://dummyimage.com/244x100.png/cc0000/ffffff
Vj-5V,Rupiah,D9i-35Sr,1,Cubicle,T6P-14TU,Polygonaceae,4,Projector,http://dummyimage.com/231x100.png/5fa2dd/ffffff
NL-4p,Taka,TVg-602D,6,Conference Hall,N7g-060w,Leskeaceae,0,Water Filter,http://dummyimage.com/211x100.png/ff4444/ffffff
gn-6F,Ruble,gWj-783B,2,Conference Hall,g8k-89Rk,Boraginaceae,9,Monitor,http://dummyimage.com/155x100.png/5fa2dd/ffffff
jy-9j,Rupiah,y8B-77TP,4,Conference Hall,b8t-11ll,Cactaceae,9,Projector,http://dummyimage.com/186x100.png/cc0000/ffffff
YI-1r,Euro,xUe-72u4,2,Conference Hall,o88-25SA,Blechnaceae,3,Projector,http://dummyimage.com/207x100.png/ff4444/ffffff
Qm-4b,Koruna,a8s-56KB,8,Conference Hall,P9r-82PY,Scrophulariaceae,1,Water Filter,http://dummyimage.com/204x100.png/5fa2dd/ffffff
uK-13,Ruble,BOZ-15PS,9,Conference Hall,G2Y-685J,Celastraceae,3,Air Conditioner,http://dummyimage.com/157x100.png/cc0000/ffffff
ih-8M,Peso,prX-10CP,6,Conference Hall,x3C-71Na,Araceae,9,Projector,http://dummyimage.com/166x100.png/dddddd/000000
6g-7v,Hryvnia,hlt-69Eg,8,Conference Hall,g61-332m,Physciaceae,1,Monitor,http://dummyimage.com/138x100.png/cc0000/ffffff
e9-0n,Yuan Renminbi,cGX-44F9,10,Conference Hall,K6Q-6295,Aspleniaceae,0,Duster,http://dummyimage.com/162x100.png/5fa2dd/ffffff
2A-7L,Peso,wAv-57xa,9,Conference Hall,C7a-95y3,Leskeaceae,6,Projector,http://dummyimage.com/194x100.png/5fa2dd/ffffff
JP-8Z,Rupiah,TJR-60Eo,1,Cubicle,W2P-77Yy,Convolvulaceae,2,Projector,http://dummyimage.com/170x100.png/dddddd/000000
0t-9z,Ruble,vlq-541f,1,Cubicle,F8P-45UE,Oleaceae,3,Projector,http://dummyimage.com/189x100.png/cc0000/ffffff
yA-7z,Dollar,If3-55PY,5,Conference Hall,m2O-50k8,Dioscoreaceae,3,Projector,http://dummyimage.com/250x100.png/5fa2dd/ffffff
do-1J,Rupiah,uUg-10bi,6,Conference Hall,B4N-07ee,Campanulaceae,5,Marker,http://dummyimage.com/233x100.png/dddddd/000000
df-65,Peso,1Jn-36hd,4,Conference Hall,Q33-63rv,Liliaceae,3,Projector,http://dummyimage.com/108x100.png/5fa2dd/ffffff
3q-6w,Yuan Renminbi,m3x-287T,7,Conference Hall,D3e-08R5,Pertusariaceae,8,Air Conditioner,http://dummyimage.com/241x100.png/ff4444/ffffff
ST-7V,Franc,JXQ-48rq,2,Cubicle,G8X-51fA,Onagraceae,9,Projector,http://dummyimage.com/221x100.png/5fa2dd/ffffff
uU-5l,Yuan Renminbi,IWk-66zb,7,Conference Hall,r9W-06yQ,Boraginaceae,7,Monitor,http://dummyimage.com/124x100.png/ff4444/ffffff
0L-9G,Yuan Renminbi,pZX-99K6,2,Cubicle,j6T-17lS,Acarosporaceae,6,Air Conditioner,http://dummyimage.com/102x100.png/ff4444/ffffff
Lv-1U,Yuan Renminbi,VBb-431w,7,Conference Hall,31D-17lS,Physciaceae,1,Water Filter,http://dummyimage.com/246x100.png/ff4444/ffffff
k6-3w,Hryvnia,69d-73B8,3,Conference Hall,V4h-11u6,Cyperaceae,6,Projector,http://dummyimage.com/207x100.png/cc0000/ffffff
Ud-8p,Rupiah,Qio-50v0,1,Conference Hall,068-84hi,Malvaceae,0,Water Filter,http://dummyimage.com/226x100.png/5fa2dd/ffffff
VQ-5E,Peso,lha-94LX,10,Conference Hall,g1R-85zZ,Flacourtiaceae,0,Duster,http://dummyimage.com/227x100.png/dddddd/000000
Sb-84,Dollar,BTU-95RP,2,Conference Hall,D4q-04yh,Alectoriaceae,9,Projector,http://dummyimage.com/178x100.png/ff4444/ffffff
RD-05,Euro,ZZj-54nP,9,Conference Hall,n3W-2275,Asteraceae,5,Monitor,http://dummyimage.com/162x100.png/5fa2dd/ffffff
8X-8l,Gourde,BOP-552o,10,Conference Hall,20U-905T,Fabaceae,9,Water Filter,http://dummyimage.com/147x100.png/dddddd/000000
yU-0q,Peso,4GG-48cG,2,Cubicle,P5t-42wL,Asteraceae,9,Marker,http://dummyimage.com/206x100.png/ff4444/ffffff
V5-3J,Lek,pRX-63e1,4,Conference Hall,G87-56Rr,Polemoniaceae,2,Projector,http://dummyimage.com/221x100.png/ff4444/ffffff
Mw-3L,Zloty,yI4-20H8,8,Conference Hall,812-57p7,Campanulaceae,2,Air Conditioner,http://dummyimage.com/249x100.png/cc0000/ffffff
XK-2O,Yuan Renminbi,GQD-98BF,3,Conference Hall,v7X-12uK,Araceae,2,Air Conditioner,http://dummyimage.com/108x100.png/dddddd/000000
9O-2T,Yuan Renminbi,4U7-5085,8,Conference Hall,B4b-23pc,Violaceae,9,Air Conditioner,http://dummyimage.com/125x100.png/ff4444/ffffff
2u-4A,Euro,C1M-43JE,5,Conference Hall,A3R-44xG,Liliaceae,5,Monitor,http://dummyimage.com/196x100.png/cc0000/ffffff
Ib-7G,Peso,bmJ-74S4,10,Conference Hall,N7g-68ga,Rosaceae,6,Water Filter,http://dummyimage.com/137x100.png/cc0000/ffffff
QL-2G,Peso,scS-65xz,10,Conference Hall,B4Z-16Up,Orchidaceae,4,Duster,http://dummyimage.com/123x100.png/cc0000/ffffff
zT-6A,Sol,Mpo-85QZ,7,Conference Hall,67P-66uF,Asteraceae,6,Projector,http://dummyimage.com/244x100.png/ff4444/ffffff
vh-1m,Yuan Renminbi,xSo-05PH,1,Cubicle,h4e-2642,Scrophulariaceae,9,Air Conditioner,http://dummyimage.com/144x100.png/ff4444/ffffff
zc-9O,Yuan Renminbi,i8o-38Wc,8,Conference Hall,N12-44Iw,Poaceae,5,Monitor,http://dummyimage.com/117x100.png/dddddd/000000
EI-4f,Lempira,MVp-427Q,10,Conference Hall,h91-45QZ,Brassicaceae,6,Projector,http://dummyimage.com/113x100.png/dddddd/000000
9m-7b,Peso,iWc-6586,7,Conference Hall,G9n-62GQ,Rosaceae,7,Projector,http://dummyimage.com/106x100.png/5fa2dd/ffffff
ce-6d,Peso,2A4-69tP,6,Conference Hall,g5e-18Lx,Fagaceae,6,Air Conditioner,http://dummyimage.com/162x100.png/dddddd/000000
Ga-0m,Euro,h9V-42C4,8,Conference Hall,V4w-20Wi,Scrophulariaceae,9,Marker,http://dummyimage.com/138x100.png/dddddd/000000
Qr-6Z,Rupiah,iOk-86aT,8,Conference Hall,k34-64c6,Cyperaceae,7,Monitor,http://dummyimage.com/154x100.png/ff4444/ffffff
kP-70,Yuan Renminbi,ALk-81jk,6,Conference Hall,P91-22D2,Linaceae,5,Air Conditioner,http://dummyimage.com/186x100.png/5fa2dd/ffffff
pr-9x,Dollar,nBZ-68t8,6,Conference Hall,q35-37h9,Polygonaceae,6,Air Conditioner,http://dummyimage.com/168x100.png/5fa2dd/ffffff
PM-9e,Yuan Renminbi,qKW-61G8,6,Conference Hall,M5s-18wB,Hypnaceae,0,Water Filter,http://dummyimage.com/173x100.png/5fa2dd/ffffff
48-9c,Lek,s0P-59Dz,10,Conference Hall,Q2T-15FM,Cyperaceae,9,Air Conditioner,http://dummyimage.com/177x100.png/5fa2dd/ffffff
Ax-9S,Euro,Gzl-90mV,2,Cubicle,I0t-59Up,Cactaceae,0,Water Filter,http://dummyimage.com/162x100.png/dddddd/000000
rs-6Y,Dollar,k03-902t,7,Conference Hall,B4N-07ee,Campanulaceae,7,Air Conditioner,http://dummyimage.com/145x100.png/cc0000/ffffff
pM-8P,Yuan Renminbi,pNA-61xN,3,Conference Hall,038-61U6,Grossulariaceae,3,Projector,http://dummyimage.com/136x100.png/cc0000/ffffff
hq-3z,Ruble,BYw-35DS,8,Conference Hall,v7X-12uK,Araceae,1,Monitor,http://dummyimage.com/120x100.png/5fa2dd/ffffff
DT-00,Shekel,uRA-55gl,8,Conference Hall,78b-83gH,Ranunculaceae,9,Water Filter,http://dummyimage.com/216x100.png/cc0000/ffffff
Uo-6D,Rupiah,jDr-36d2,1,Conference Hall,I1e-50vg,Fabaceae,8,Air Conditioner,http://dummyimage.com/151x100.png/5fa2dd/ffffff
We-3S,Real,9J9-99pZ,2,Conference Hall,u7w-51D6,Caryophyllaceae,5,Projector,http://dummyimage.com/113x100.png/5fa2dd/ffffff
2I-34,Yuan Renminbi,91J-81Rk,4,Conference Hall,q9l-085v,Fabaceae,2,Water Filter,http://dummyimage.com/147x100.png/cc0000/ffffff
YR-3v,Ruble,WJI-41yU,1,Cubicle,B4b-23pc,Violaceae,2,Projector,http://dummyimage.com/134x100.png/dddddd/000000
nL-6m,Hryvnia,96a-611t,4,Conference Hall,b8T-97XG,Caryophyllaceae,3,Monitor,http://dummyimage.com/226x100.png/dddddd/000000
qa-08,Krona,fbx-33Ic,5,Conference Hall,91A-088k,Caryophyllaceae,2,Air Conditioner,http://dummyimage.com/205x100.png/dddddd/000000
iK-4P,Rupiah,t3K-97cw,1,Cubicle,A1f-45bn,Fabaceae,3,Marker,http://dummyimage.com/101x100.png/ff4444/ffffff
J2-2W,Yuan Renminbi,HLB-72AH,3,Conference Hall,I8U-07H8,Poaceae,6,Projector,http://dummyimage.com/203x100.png/ff4444/ffffff
xS-18,Koruna,spg-98Mq,10,Conference Hall,A2P-75hY,Fabaceae,2,Monitor,http://dummyimage.com/188x100.png/cc0000/ffffff
lf-1e,Rupee,WHh-98gu,7,Conference Hall,v6u-88UY,Boraginaceae,2,Air Conditioner,http://dummyimage.com/135x100.png/cc0000/ffffff
nE-2S,Real,oGk-06US,1,Cubicle,l99-07V2,Solanaceae,9,Water Filter,http://dummyimage.com/201x100.png/ff4444/ffffff
mh-8g,Yuan Renminbi,pZX-99K6,5,Conference Hall,g6I-570l,Grimmiaceae,6,Duster,http://dummyimage.com/197x100.png/dddddd/000000
T0-8F,Ruble,QT8-70YI,6,Conference Hall,O8J-07YI,Cactaceae,9,Air Conditioner,http://dummyimage.com/244x100.png/ff4444/ffffff
np-13,Ruble,bf7-19bP,2,Cubicle,L1F-291T,Thelotremataceae,8,Projector,http://dummyimage.com/120x100.png/5fa2dd/ffffff
eY-6r,Real,xGI-14i1,4,Conference Hall,V0B-27Tt,Ochnaceae,9,Monitor,http://dummyimage.com/100x100.png/ff4444/ffffff
Hf-0o,Dong,mTV-69z8,10,Conference Hall,777-239t,Malvaceae,9,Air Conditioner,http://dummyimage.com/139x100.png/dddddd/000000
An-6k,Yuan Renminbi,WdM-59Zo,9,Conference Hall,I1T-43oX,Rosaceae,5,Marker,http://dummyimage.com/155x100.png/dddddd/000000
